PORT_NAME_FROM,PORT_NAME_TO,DISTANCE
CAI MEP,DAVAO,1356.6
CAIRNS,HAKATA,3642.08
CAIRNS,ICHIHARA,3472.08
CAIRNS,IZUMISANO,3288.96
CAIRNS,KINUURA,3570
CAIRNS,KOBE,3357.48
CAIRNS,MERAK,2561.28
CAIRNS,MOJI,3647.7
CAIRNS,YOKOHAMA,3528.72
CALBAYOG,BRAKE,9914.85
CALBAYOG,PALDISKI-PORT OF TALLINN,11497.5
CALDERA (CHILE),JIANGYIN,9806.4
CALDERA (CHILE),LANSHAN,9688.1
CALDERA (CHILE),LUOYUAN,9735.6
CALDERA (CHILE),XINGANG,10596.78
CALDERA (COSTA RICA),BALBOA,477.92
CALETA COLOSO,BAYUQUAN,10149.48
CALETA COLOSO,BEIHAI,11160.05
CALETA COLOSO,DAHEJ,10706.94
CALETA COLOSO,ECA - YANGTZE RIVER DELTA,9860.76
CALETA COLOSO,FANGCHENG,10767.24
CALETA COLOSO,HIBI,9755.13
CALETA COLOSO,HUANGPU,10933.45
CALETA COLOSO,HUELVA,6321.98
CALETA COLOSO,HULUDAO,10180.17
CALETA COLOSO,ISABEL,9513.84
CALETA COLOSO,JINZHOU,10571.92
CALETA COLOSO,LIANYUNGANG,9602.6
CALETA COLOSO,NANJING,10360.58
CALETA COLOSO,NANTONG,9614
CALETA COLOSO,NAOSHIMA,9090.24
CALETA COLOSO,NIIHAMA,9895.6
CALETA COLOSO,NINGDE,10247
CALETA COLOSO,ONAHAMA,8550.95
CALETA COLOSO,ONSAN,9287.75
CALETA COLOSO,QINGDAO,10573.5
CALETA COLOSO,QINHUANGDAO,10525.57
CALETA COLOSO,QINZHOU,10538.08
CALETA COLOSO,SAGANOSEKI,9434.7
CALETA COLOSO,SHANGHAI,10277.52
CALETA COLOSO,TIANJIN,10082.24
CALETA COLOSO,TUTICORIN,10268.67
CALETA COLOSO,XIAMEN,10055.99
CALETA COLOSO,YANTAI,10093
CALETA COLOSO,ZHANGJIAGANG,9841.62
CALETA COLOSO,ZHAPU,9885.26
CALETA MICHILLA,HUELVA,6207.03
CALETA MICHILLA,LIANYUNGANG,10268.34
CALETA PATILLOS,ALBANY (USA),4202.61
CALETA PATILLOS,BALTIMORE (USA),3940.2
CALETA PATILLOS,BECANCOUR,5091.1
CALETA PATILLOS,BOSTON (USA),4184.73
CALETA PATILLOS,BRAYTON POINT,4262.96
CALETA PATILLOS,BROWNSVILLE,3496.64
CALETA PATILLOS,CHESAPEAKE,3793.68
CALETA PATILLOS,COATZACOALCOS,3396.69
CALETA PATILLOS,COEYMANS,3941.55
CALETA PATILLOS,FAIRLESS HILLS,3996.63
CALETA PATILLOS,FRAY BENTOS,3640
CALETA PATILLOS,IMBITUBA,3952.08
CALETA PATILLOS,LAGOS (NIGERIA),6813.12
CALETA PATILLOS,MACEIO,5117.76
CALETA PATILLOS,MONTEVIDEO,3373.66
CALETA PATILLOS,MORRISVILLE,3884.16
CALETA PATILLOS,NEW HAVEN,4327.05
CALETA PATILLOS,NEW ORLEANS,3292.7
CALETA PATILLOS,NEWARK,4076.36
CALETA PATILLOS,PARANAGUA,3960.55
CALETA PATILLOS,PITTSBURG,4452.65
CALETA PATILLOS,PORT MANATEE,3276
CALETA PATILLOS,PORTLAND (USA-MAINE),4134.14
CALETA PATILLOS,PORTSMOUTH (NEW HAMPSHIRE),4024.2
CALETA PATILLOS,PROVIDENCE,4186.08
CALETA PATILLOS,PUERTO CORTES,2748.98
CALETA PATILLOS,PUERTO QUETZAL,2481.66
CALETA PATILLOS,RIO HAINA,2794.96
CALETA PATILLOS,ROTTERDAM,6791.4
CALETA PATILLOS,SAN ANTONIO,746.7
CALETA PATILLOS,SANTOS,4281
CALETA PATILLOS,SEARSPORT,4506.6
CALETA PATILLOS,SEATTLE,5278.74
CALETA PATILLOS,TAMPA,3289
CALETA PATILLOS,WILMINGTON (USA-DELAWARE),3954.06
CALLAO,ANTWERP,6434.48
CALLAO,AVILES,5425.45
CALLAO,BAYUQUAN,9861.28
CALLAO,BEIHAI,10388.86
CALLAO,BRUNSBUTTEL,6530.04
CALLAO,BUKPYUNG,8745
CALLAO,DALIAN,8968.32
CALLAO,ESMERALDAS,941.85
CALLAO,FANGCHENG,10740.08
CALLAO,GHAZAOUET,6067.73
CALLAO,HUANGPU,9497.15
CALLAO,HULUDAO,9893.52
CALLAO,ISKENDERUN,7583.24
CALLAO,JINZHOU,9969.75
CALLAO,NANJING,9109.44
CALLAO,NINGDE,9253.8
CALLAO,NORDENHAM,6713.7
CALLAO,ONSAN,8540.85
CALLAO,PORT KELANG,11044.56
CALLAO,PORTO VESME,6525.96
CALLAO,POTI,8499.75
CALLAO,QINGDAO,9673.04
CALLAO,QINHUANGDAO,9166.5
CALLAO,QINZHOU,10830.75
CALLAO,RIO DE JANEIRO,4823.56
CALLAO,SHANGHAI,9307
CALLAO,SZCZECIN,6802.35
CALLAO,TAICANG,9405.12
CALLAO,THREE RIVERS,4442.34
CALLAO,WALVIS BAY,6682.33
CALLAO,XIAMEN,9288.96
CALLAO,YANTAI,9603.72
CALLAO,ZHAPU,9504.36
CAMDEN,PISCO,3519
CAMPANA,AMSTERDAM,6445
CAMPANA,NAOSHIMA,10857
CAMPANA,NEW ORLEANS,6224.13
CAMPHA,AMSTERDAM,9617.85
CAMPHA,BATAAN,891
CAMPHA,BATAM,1324.8
CAMPHA,BELFAST,9781.8
CAMPHA,BRISBANE,4434.56
CAMPHA,CALDERA (COSTA RICA),9210
CAMPHA,CEBU (LILOAN),1278.23
CAMPHA,CHITTAGONG,2958.9
CAMPHA,COLOMBO,2873.97
CAMPHA,CONAKRY,10218.36
CAMPHA,CORONEL,10541.7
CAMPHA,DAVAO,1533.12
CAMPHA,HALDIA,3032.64
CAMPHA,ILIGAN,1307.95
CAMPHA,KASHIMA,2056.04
CAMPHA,KIMITSU,1934.4
CAMPHA,KOKURA,1565.58
CAMPHA,KWINANA,3293.15
CAMPHA,LILOAN,1296.9
CAMPHA,LUGAIT,1336.94
CAMPHA,MABINI,905.98
CAMPHA,MANILA,874.56
CAMPHA,MARIVELES,893.85
CAMPHA,MATARANI,11109.58
CAMPHA,MEJILLONES,10501.44
CAMPHA,MONGLA,2784.96
CAMPHA,NAGOYA,1847.85
CAMPHA,POINTE DES GALETS,4807.6
CAMPHA,PORT KEMBLA,4814.4
CAMPHA,PORT LOUIS,4784.35
CAMPHA,REUNION,4855.2
CAMPHA,TERNEUZEN,9742.46
CAMPHA,VILLANUEVA,1263.36
CAMPHA,WAKAYAMA,1830.31
CAMPHA,ZAMBOANGA,1214.1
CAMPHA,ZHOUSHAN,1119.16
CANAKKALE,ABIDJAN,4228.7
CANAKKALE,COTONOU,4752.05
CANAKKALE,HOUSTON,6781.95
CANAKKALE,PORT EVERGLADES,5204.1
CANAKKALE,SAN PEDRO (IVORY COAST),4106.52
CANAKKALE,TEMA,4327.25
CAOFEIDIAN,ALIAGA,8193.78
CAOFEIDIAN,CEBU,1861.2
CAOFEIDIAN,DAMIETTA,8051.51
CAOFEIDIAN,DJEN-DJEN,9326.88
CAOFEIDIAN,ERDEMIR,8944.52
CAOFEIDIAN,HOUSTON,10833.9
CAOFEIDIAN,KARACHI,5503.68
CAOFEIDIAN,MUMBAI,5051.9
CAOFEIDIAN,RAVENNA,9111.21
CAOFEIDIAN,SALERNO,8678.88
CAOJING,KAKINADA,3812.76
CAP VERGA,CAOFEIDIAN,11309.76
CAP VERGA,HUANGHUA,11224.92
CAP VERGA,JINGTANG,10836.65
CAP VERGA,LIANYUNGANG,10923.08
CAP VERGA,RIZHAO,10932.88
CAP VERGA,YANTAI,10824
CAPE CUVIER,BRISBANE,3007.62
CAPE CUVIER,CHIBA,3939.21
CAPE CUVIER,GRESIK,1076.16
CAPE CUVIER,HIROHATA,3930.48
CAPE CUVIER,QINZHOU,2873.36
CAPE CUVIER,TANJUNG PRIOK,1281
CAPE HENRY,VIZAG,9767.52
CAPE PRESTON,CAOFEIDIAN,3735.76
CAPE PRESTON,DUNG QUAT,2513.2
CAPE PRESTON,FANGCHENG,2942.1
CAPE PRESTON,JIANGYIN,3210.24
CAPE PRESTON,JINGTANG,3681.15
CAPE PRESTON,LANQIAO,3682.35
CAPE PRESTON,LANSHAN,3657.68
CAPE PRESTON,TIANJIN,3701.76
CAPE PRESTON,XINGANG,3894.56
CAPE PRESTON,YANGZHOU,3542.24
CAPE PRESTON,ZHANGJIAGANG,3469.44
CAPE PRESTON,ZHANJIANG,2819.92
CAPE PRESTON,ZHENJIANG,3339.84
CAPE PRESTON,ZHUHAI,2807.78
CAPE TOWN,XINGANG,8393.58
CAPUABA,MONTREAL,5218.32
CARBONERAS,ABIDJAN,2692.3
CARBONERAS,BARCELONA,322.04
CARBONERAS,CONAKRY,2024.64
CARBONERAS,DOUALA,3754.35
CARBONERAS,FAIRLESS HILLS,3371.55
CARBONERAS,GHENT,1533.57
CARBONERAS,LOME,3104.64
CARBONERAS,ONNE,3583.26
CARBONERAS,SEPETIBA,4224.65
CARBONERAS,TEESPORT,1766.49
CARBONERAS,TEMA,3076
CARBOSAN,MEJILLONES,2609.36
CARBOSAN,PUERTO ITABO,518.7
CARBOSAN,PUERTO QUETZAL,1242.57
CARBOSAN,SANTO TOMAS DE CASTILLA,889.92
CARDIFF,IJMUIDEN,603.9
CARDIFF,LONDONDERRY,368.28
CARINO,DUNKIRK,666.41
CARONTE,NORFOLK,4127.94
CARTAGENA (COLOMBIA),ACU,3873
CARTAGENA (COLOMBIA),BARRA DOS COQUEIROS,3189
CARTAGENA (COLOMBIA),IMBITUBA,4490.46
CARTAGENA (COLOMBIA),ITAGUAI,4106
CARTAGENA (COLOMBIA),MATARANI,1993.1
CARTAGENA (COLOMBIA),MOBILE,1509.95
CARTAGENA (COLOMBIA),NANSHA,9467.37
CARTAGENA (COLOMBIA),NEW ORLEANS,1583.92
CARTAGENA (COLOMBIA),RIZHAO,9272.64
CARTAGENA (COLOMBIA),SODEGAURA,7680
CARTAGENA (COLOMBIA),TAICANG,9330.3
CARTAGENA (COLOMBIA),XIAMEN,9168.39
CARTAGENA (COLOMBIA),ZHENJIANG,9203.46
CARTAGENA (SPAIN),ALGECIRAS,262.08
CARTAGENA (SPAIN),BARCELONA,285
CARTAGENA (SPAIN),BEJAIA,314.11
CARTAGENA (SPAIN),DAKAR,1840.65
CARTAGENA (SPAIN),EL DEKHEILA,1616.7
CARTAGENA (SPAIN),FOS,460.35
CARTAGENA (SPAIN),GHENT,1608.18
CARTAGENA (SPAIN),HUELVA,355
CARTAGENA (SPAIN),LAVERA,453.74
CARTAGENA (SPAIN),NANJING,8741.76
CARTAGENA (SPAIN),RAVENNA,1449.21
CARTAGENA (SPAIN),SAFI,564.06
CARTAGENA (SPAIN),SAO FRANCISCO DO SUL,5030.55
CASABLANCA,ANTONINA,4220.47
CASABLANCA,ANTWERP,1363.2
CASABLANCA,ARATU,3283.98
CASABLANCA,BANDIRMA,1935.45
CASABLANCA,CALLAO,5650.95
CASABLANCA,CHENNAI,6235.74
CASABLANCA,CHITTAGONG,6999.24
CASABLANCA,COATZACOALCOS,4808.04
CASABLANCA,COCHIN,5137.92
CASABLANCA,CORPUS CHRISTI,4823.58
CASABLANCA,DOUALA,3147.84
CASABLANCA,GRESIK,7630.28
CASABLANCA,HAZIRA,4904.85
CASABLANCA,ITAQUI,3050.2
CASABLANCA,JAIGAD,5373.68
CASABLANCA,KARACHI,5109.83
CASABLANCA,KWANGYANG,9988.16
CASABLANCA,LAZARO CARDENAS,5878.2
CASABLANCA,NEW ORLEANS,4377.66
CASABLANCA,NOLA,4601.01
CASABLANCA,PARADIP,6495.44
CASABLANCA,PARANAGUA,4379.36
CASABLANCA,PASCAGOULA,4517.76
CASABLANCA,PORT MANATEE,4198.57
CASABLANCA,RAMALLO,5464.16
CASABLANCA,RIGA,2422.5
CASABLANCA,RIO GRANDE (BRAZIL),4552.32
CASABLANCA,ROCHEFORT & TONNAY-CHARENTE,1080.45
CASABLANCA,SAMSUN,2483.25
CASABLANCA,SAN LORENZO-SAN MARTIN,5055.9
CASABLANCA,SANTOS,4082.73
CASABLANCA,TAICHUNG,8659.28
CASABLANCA,TAMPA,4154
CASABLANCA,VANCOUVER (CANADA),8052.94
CASABLANCA,VARNA,2199.05
CASABLANCA,VITORIA,3762
CASABLANCA,VIZAG,6306.3
CASTELLON,BARCELONA,129
CASTELLON,GHENT,1865.33
CASTELLON,NAPLES,688.48
CASTELLON,NUEVA PALMIRA,5639.9
CASTELLON,QUEBEC,3545.52
CASTELLON,RIO GRANDE (BRAZIL),5604.9
CASTELLON,SAFAGA,1981
CASTELLON,SANTAREM,3911.04
CASTELLON,SARROCH,442
CASTELLON,TUXPAN,5014.1
CASTELLON DE LA PLANA,NUEVA PALMIRA,5467.25
CASTELLON DE LA PLANA,RIO GRANDE (BRAZIL),5444.76
CEDROS ISLAND,BALTIMORE (USA),4323.84
CEDROS ISLAND,BOSTON (USA),4892.5
CEDROS ISLAND,WILMINGTON (USA-DELAWARE),4698.72
CEDROS ISLAND,YOSU,5843.19
CHALMETTE,ALTAMIRA,684
CHALMETTE,BAHODOPI,11120.1
CHALMETTE,NANTONG,10453.04
CHALMETTE,PRAIA MOLE,5106.15
CHALMETTE,SAN NICOLAS (ARGENTINA),6309.27
CHALMETTE,SEPETIBA,5094.04
CHALMETTE,TUNA,9648.18
CHALMETTE,VERACRUZ,823.2
CHAN MAY,SINGAPORE,1065
CHANGJIANGKOU,CALLAO,8808.4
CHANGJIANGKOU,DAMMAM,5670.62
CHANGJIANGKOU,MONTEVIDEO,11535.3
CHANGSHU,DAMPIER,3241
CHANGSHU,FREMANTLE,4126.18
CHANGSHU,LIRQUEN,9757.23
CHANGSHU,MACKAY,3973.84
CHANGSHU,NEWCASTLE (AUSTRALIA),4481.73
CHANGSHU,PORT HEDLAND,3196.71
CHENNAI,CHITTAGONG,845.46
CHENNAI,CORPUS CHRISTI,11365.2
CHENNAI,DAMMAM,2597.3
CHENNAI,DANANG,2644
CHENNAI,GALLE,542.64
CHENNAI,GALVESTON,10694
CHENNAI,HAIPHONG,3009.66
CHENNAI,HO CHI MINH CITY,2204.73
CHENNAI,HONG KONG,2939.1
CHENNAI,JEBEL ALI,2452.94
CHENNAI,JIANGYIN,4043.55
CHENNAI,KOHSICHANG TPP,2400.77
CHENNAI,MANILA,2964.12
CHENNAI,MERAUX,10343.9
CHENNAI,NEW ORLEANS,10033.9
CHENNAI,PHU MY,2248.08
CHENNAI,SANTA MARTA,10063.64
CHENNAI,YOSU,3917.83
CHERNOMORSK,AQABA,1581.05
CHERNOMORSK,BUSAN,8924.95
CHERNOMORSK,CHENNAI,5051.76
CHERNOMORSK,EL DEKHEILA,1086.76
CHERNOMORSK,GRESIK,7092.8
CHERNOMORSK,HAIFA,1164.24
CHERNOMORSK,JAWAHARLAL NEHRU PORT,4316.73
CHERNOMORSK,JEDDAH,1892.1
CHERNOMORSK,KAKINADA,5268.07
CHERNOMORSK,LIANYUNGANG,8973.12
CHERNOMORSK,LISBON,2434.41
CHERNOMORSK,PORT SUDAN,1833.5
CHERNOMORSK,ROTTERDAM,3477.04
CHERNOMORSK,ST NAZAIRE,3004.8
CHERNOMORSK,UMM QASR,4490
CHESAPEAKE,GHENT,3494
CHESAPEAKE,IMMINGHAM,3573.07
CHESAPEAKE,LIVERPOOL (UNITED KINGDOM),3279.52
CHIBA,BATAAN,1789.08
CHIBA,BRISBANE,3841.6
CHIBA,CAIRNS,3577.35
CHIBA,CALLAO,8090.88
CHIBA,CHITTAGONG,4614.75
CHIBA,HONOLULU,3405
CHIBA,KARACHI,5845.88
CHIBA,MESAIEED,6592.27
CHIBA,MINA ZAYED,6352.83
CHIBA,NEWCASTLE (AUSTRALIA),4196.36
CHIBA,REUNION,6528.08
CHIBA,SAIPAN ISLAND,1267.2
CHIBA,SINGAPORE,2901
CHIBA,THI VAI,2285.7
CHIMBOTE,EGERSUND,6169.7
CHIMBOTE,GHENT,5975
CHITA,STOCKTON,4555.2
CHITTAGONG,MUMBAI,2080.65
CHIWAN,CHIBA,1540.9
CHOFU,FREMANTLE,4474.05
CHORNOMORSK,ABU QIR,1069
CHORNOMORSK,AMSTERDAM,3431.04
CHORNOMORSK,ANNABA,1516.01
CHORNOMORSK,ANTWERP,3647.23
CHORNOMORSK,AVEIRO,2622.42
CHORNOMORSK,BARCELONA,1898.4
CHORNOMORSK,BASSENS,3244.62
CHORNOMORSK,BEJAIA,1563.84
CHORNOMORSK,BELFAST,3483.49
CHORNOMORSK,BIN QASIM,4135.45
CHORNOMORSK,BRAKE,3835.2
CHORNOMORSK,BRINDISI,1108.8
CHORNOMORSK,BUSAN,8744.58
CHORNOMORSK,CARBONERAS,1854.4
CHORNOMORSK,CHITTAGONG,6184.5
CHORNOMORSK,DAMIETTA,1160.25
CHORNOMORSK,DERINCE,364.72
CHORNOMORSK,DJIBOUTI,2404.8
CHORNOMORSK,DUNKIRK,3441
CHORNOMORSK,EL DEKHEILA,1015.55
CHORNOMORSK,FLUSHING,3472
CHORNOMORSK,GHENT,3560.25
CHORNOMORSK,GIJON,2909
CHORNOMORSK,GRESIK,7017.39
CHORNOMORSK,HAIFA,1216.43
CHORNOMORSK,HUELVA,2350.95
CHORNOMORSK,JAKARTA,6510.46
CHORNOMORSK,JEDDAH,1792.56
CHORNOMORSK,JIANGYIN,8007.55
CHORNOMORSK,JUBAIL,4452.69
CHORNOMORSK,KAKINADA,5369.76
CHORNOMORSK,KALAMAKI,715
CHORNOMORSK,KOHSICHANG TPP,7023.54
CHORNOMORSK,KUNSAN,8196.6
CHORNOMORSK,LA CORUNA,2810.83
CHORNOMORSK,LEIXOES,2611
CHORNOMORSK,LISBON,2476.52
CHORNOMORSK,LIVERPOOL (UNITED KINGDOM),3249
CHORNOMORSK,MACHONG,7567.56
CHORNOMORSK,MAKASSAR,7120.08
CHORNOMORSK,MALAGA,2168.4
CHORNOMORSK,MAPUTO,5808
CHORNOMORSK,MARMARA,363.59
CHORNOMORSK,MERSIN,1131.2
CHORNOMORSK,MOKPO,8314.84
CHORNOMORSK,MONOPOLI,1118.41
CHORNOMORSK,MONTOIR,3250
CHORNOMORSK,NANTONG,8814.75
CHORNOMORSK,NINGBO,7926.72
CHORNOMORSK,ORAN,1996.8
CHORNOMORSK,ORISTANO,1503.5
CHORNOMORSK,PASIR GUDANG,6190
CHORNOMORSK,PORT QASIM,4124.64
CHORNOMORSK,PORT SUDAN,1826.85
CHORNOMORSK,QINGDAO,8173.8
CHORNOMORSK,RADES,1335.36
CHORNOMORSK,RAVENNA,1520.4
CHORNOMORSK,ROTTERDAM,3541
CHORNOMORSK,ROUEN,3505.09
CHORNOMORSK,SANTANDER,3144.75
CHORNOMORSK,SEVILLE,2361.84
CHORNOMORSK,SFAX,1318.08
CHORNOMORSK,SHARJAH,3927.53
CHORNOMORSK,SURABAYA,6756.75
CHORNOMORSK,TARRAGONA,1802.22
CHORNOMORSK,TUTICORIN,4649.16
CHORNOMORSK,VALENCIA,1956.24
CHORNOMORSK,VERACRUZ,6783.56
CHORNOMORSK,VLISSINGEN,3298.4
CHORNOMORSK,ZHANGJIAGANG,8252.58
CHORNOMORSK,ZHANGZHOU,8207.85
CIGADING,ALTAMIRA,12012
CIGADING,BILBAO,8288.41
CIGADING,PORT QASIM,2907
CILACAP,BRISBANE,3456.6
CILACAP,TAIZHOU,2866.35
CJK,KALAMA,5171.4
CJK,PORT HEDLAND,3227.28
CJK,PORT PIRIE,5025.5
COATZACOALCOS,BALTIMORE (USA),1968.75
COATZACOALCOS,BIZERTE,5812.8
COATZACOALCOS,PRAIA MOLE,4998.49
COATZACOALCOS,SAVANNAH GA,1314.8
COATZACOALCOS,WILMINGTON (USA-DELAWARE),1979.25
COCHIN,BATANGAS,3184.53
COCHIN,ONSAN,4160.05
COEGA,CHITTAGONG,5281.84
COEGA,HALDIA,5026
COEGA,NINGBO,7506.45
COEGA,TIANJIN,8227.8
COEGA,XINGANG,7600.92
COEYMANS,ALIAGA,5154.24
COLUMBIA/SNAKE RIVER SYSTEM,TAICHUNG,5607
COME BY CHANCE,TANGER MED,2236.3
COMEAU BAY,AMSTERDAM,2890.6
COMEAU BAY,BARCELONA,3463.92
COMEAU BAY,BREST,2522
COMEAU BAY,CHIWAN,11251
COMEAU BAY,EL DEKHEILA,4904.55
COMEAU BAY,LIVERPOOL (UNITED KINGDOM),2493.75
COMEAU BAY,NANTONG,11755.5
COMEAU BAY,SFAX,3746.88
CONAKRY,DNEPRO-BUGSKY,4025.84
CONAKRY,ST PETERSBURG (RUSSIA),4210.56
CONCEPCION DEL URUGUAY,DAFENG,11451.38
CONCEPCION DEL URUGUAY,ZHENJIANG,11746.12
CONCHAN,ARICA,581.4
CONCHAN,LAS VENTANAS,1243.54
CONCHAN,LIRQUEN,1495
CONCHAN,NUEVA PALMIRA,3919.68
CONCHAN,PUERTO QUETZAL,1733.39
CONCHAN,SAN ANTONIO,1391.25
CONCHAN,SAN VICENTE,1407.9
CONSTANTZA,ABIDJAN,4551.12
CONSTANTZA,ALEXANDRIA (EGYPT),980.7
CONSTANTZA,ALGIERS,1571.13
CONSTANTZA,ALIAGA,465.92
CONSTANTZA,AMALIAPOLIS,543.9
CONSTANTZA,AMSTERDAM,3267.05
CONSTANTZA,ANNABA,1297.7
CONSTANTZA,ANTALYA,847.35
CONSTANTZA,ANTWERP,3440.06
CONSTANTZA,AQABA,1462.65
CONSTANTZA,ASHDOD,1087.68
CONSTANTZA,AVEIRO,2387.28
CONSTANTZA,BANDIRMA,271.92
CONSTANTZA,BARCELONA,1739.92
CONSTANTZA,BARI,1041
CONSTANTZA,BEILUN,7856.03
CONSTANTZA,BEIRUT,1078.48
CONSTANTZA,BEJAIA,1568.7
CONSTANTZA,BELFAST,3446.56
CONSTANTZA,BORDEAUX,3198.3
CONSTANTZA,BREST,2936.34
CONSTANTZA,BUSAN,8949.15
CONSTANTZA,CADIZ,2013.72
CONSTANTZA,CAI LAN,7728
CONSTANTZA,CAI MEP,6510.14
CONSTANTZA,CALABAR,5408
CONSTANTZA,CARTAGENA (SPAIN),1765.17
CONSTANTZA,CASABLANCA,2249.52
CONSTANTZA,CASTELLON,1755.38
CONSTANTZA,DAMIETTA,950.6
CONSTANTZA,DAMMAM,3963.4
CONSTANTZA,DERINCE,245.82
CONSTANTZA,DJEN-DJEN,1477.63
CONSTANTZA,DJIBOUTI,2251.5
CONSTANTZA,DOUALA,5290.38
CONSTANTZA,DUNKIRK,3471.3
CONSTANTZA,DURBAN,5645.76
CONSTANTZA,FLUSHING,3337
CONSTANTZA,FREEPORT (USA),6564.96
CONSTANTZA,GABES,1254.33
CONSTANTZA,GALVESTON,6443.52
CONSTANTZA,GDYNIA,4310
CONSTANTZA,GEMLIK,248.49
CONSTANTZA,GHAZAOUET,1899.24
CONSTANTZA,GHENT,3254.4
CONSTANTZA,GIJON,2690.78
CONSTANTZA,HAIFA,1014.62
CONSTANTZA,HAMBURG,3594.64
CONSTANTZA,HUELVA,2188.16
CONSTANTZA,HULL,3607.06
CONSTANTZA,INCHEON,8319.69
CONSTANTZA,ISDEMIR,1096.2
CONSTANTZA,ISKENDERUN,1094.1
CONSTANTZA,ISRAEL (COUNTRY),1046
CONSTANTZA,IZMIR,489.25
CONSTANTZA,JEDDAH,1644.48
CONSTANTZA,JINGTANG,8747
CONSTANTZA,JUBAIL,4271.76
CONSTANTZA,KALAMAKI,568.4
CONSTANTZA,KARACHI,4007.12
CONSTANTZA,KERATSINI,559.54
CONSTANTZA,KOHSICHANG TPP,6614.43
CONSTANTZA,KUNSAN,8747.79
CONSTANTZA,LA CORUNA,2753.92
CONSTANTZA,LANSHAN,8043.65
CONSTANTZA,LARNACA,990.08
CONSTANTZA,LEGHORN,1386.7
CONSTANTZA,LEIXOES,2500.76
CONSTANTZA,LISAHALLY PORT,3223.35
CONSTANTZA,LISBON,2317
CONSTANTZA,LIVERPOOL (UNITED KINGDOM),3317.85
CONSTANTZA,LORIENT,3087.76
CONSTANTZA,MALAGA,1930.5
CONSTANTZA,MANILA,7422.49
CONSTANTZA,MARMARA,218
CONSTANTZA,MATADI,5600.64
CONSTANTZA,MERSIN,975.15
CONSTANTZA,MOKPO,8858.85
CONSTANTZA,MONTOIR,2960.1
CONSTANTZA,MOSTAGANEM,1780.92
CONSTANTZA,NADOR,1812.6
CONSTANTZA,NANSHA,7425
CONSTANTZA,NEA MOUDHANIA,475.2
CONSTANTZA,NEW MANGALORE,4265.23
CONSTANTZA,NEWPORT (GWENT),3112.48
CONSTANTZA,NOUAKCHOTT,3472.35
CONSTANTZA,ORAN,1767.15
CONSTANTZA,ORISTANO,1429.15
CONSTANTZA,PASAJES,2993.7
CONSTANTZA,PATRAS,807
CONSTANTZA,PIRAEUS,560.55
CONSTANTZA,PONTA DELGADA,2856.96
CONSTANTZA,PORT HARCOURT,5336
CONSTANTZA,PORT SUDAN,1823.76
CONSTANTZA,POTI,575.19
CONSTANTZA,PRAIA DA VITORIA,2921.28
CONSTANTZA,PSACHNA EVOIAS,591.15
CONSTANTZA,PYEONGTAEK,8496.18
CONSTANTZA,RADES,1205.76
CONSTANTZA,RAVENNA,1247.35
CONSTANTZA,ROSTOCK,4261.95
CONSTANTZA,ROSYTH,3833.44
CONSTANTZA,ROTTERDAM,3371.94
CONSTANTZA,ROUEN,3235.32
CONSTANTZA,SAFAGA,1313
CONSTANTZA,SAGUNTO,1763.46
CONSTANTZA,SAMSUN,407.68
CONSTANTZA,SANTANDER,2831.4
CONSTANTZA,SETE,1690.23
CONSTANTZA,SEVILLE,2221.44
CONSTANTZA,SFAX,1250.38
CONSTANTZA,SKIKDA,1451.27
CONSTANTZA,SOUSAKI,578
CONSTANTZA,SOUSSE,1227.15
CONSTANTZA,ST NAZAIRE,3017.88
CONSTANTZA,SUBIC BAY,7450.08
CONSTANTZA,TARRAGONA,1618.8
CONSTANTZA,TEKIRDAG,256.08
CONSTANTZA,TENERIFE,2629.67
CONSTANTZA,THESSALONIKI,507.3
CONSTANTZA,TORRE ANNUNZIATA,1111.5
CONSTANTZA,TRINCOMALEE,5032.65
CONSTANTZA,TRIPOLI (LIBYA),1143
CONSTANTZA,ULSAN,8638.53
CONSTANTZA,UMM QASR,4520.88
CONSTANTZA,VALENCIA,1763.46
CONSTANTZA,VARNA,79.79
CONSTANTZA,VENICE,1413.36
CONSTANTZA,VLISSINGEN,3403.74
CONSTANTZA,WILMINGTON (USA-N CAROLINA),5366.04
CONSTANTZA,YANBU,1554.3
CONSTANTZA,ZARZIS,1249.5
CONVENT,ADABIYA,6524.84
CONVENT,AIN SUKHNA TERMINAL,6677
CONVENT,ALEXANDRIA (EGYPT),6188.16
CONVENT,ALIAGA,6341.79
CONVENT,AMSTERDAM,5071.72
CONVENT,ANTWERP,4844.07
CONVENT,ASHDOD,6651
CONVENT,BAKAR,5951.75
CONVENT,BREMEN,5163.24
CONVENT,BRUNSBUTTEL,5132.64
CONVENT,CAI LAN,11251.4
CONVENT,CHINA (COUNTRY),10029.32
CONVENT,CRISTOBAL,1380.35
CONVENT,DAMMAM,9545.2
CONVENT,DEENDAYAL,9063
CONVENT,EEMSHAVEN,5000
CONVENT,EL DEKHEILA,6251.65
CONVENT,FLUSHING,5083.05
CONVENT,FOS,5243
CONVENT,GDANSK,5271.36
CONVENT,GHENT,4682.88
CONVENT,GIJON,4723.68
CONVENT,HAMBURG,4974.48
CONVENT,HUASCO,3950.46
CONVENT,HUNTERSTON,4410
CONVENT,IMBITUBA,5654.99
CONVENT,IMMINGHAM,4977.6
CONVENT,JORF LASFAR,4542
CONVENT,KARAIKAL,10413.81
